arxiv_id_clean,first_author_prior_papers_true,last_author_prior_papers_true,max_prior_papers_true,max_years_active,first_author_first_year,last_author_first_year,tierB_resolved
2302.06555,0.0,277.0,277.0,19.0,2023.0,2004.0,True
2304.09355,15.0,385.0,385.0,46.0,2017.0,1977.0,True
2305.02412,111.0,39.0,111.0,9.0,2014.0,2014.0,True
2305.02440,37.0,206.0,206.0,16.0,2007.0,2012.0,True
2305.02463,17.0,10.0,17.0,6.0,2017.0,2018.0,True
2305.02483,16.0,41.0,41.0,6.0,2017.0,2017.0,True
2305.02499,17.0,6.0,17.0,7.0,2020.0,2016.0,True
2305.02549,35.0,85.0,85.0,16.0,2013.0,2007.0,True
2305.02665,6.0,92.0,92.0,16.0,2016.0,2007.0,True
2305.02678,7.0,66.0,66.0,25.0,2018.0,1998.0,True
2305.02783,8.0,12.0,12.0,8.0,2019.0,2015.0,True
2305.02790,43.0,300.0,300.0,23.0,2002.0,2000.0,True
2305.02968,6.0,44.0,44.0,8.0,2019.0,2015.0,True
2305.03027,3.0,183.0,183.0,13.0,2017.0,2010.0,True
2305.03040,11.0,174.0,174.0,19.0,2017.0,2004.0,True
2305.03043,5.0,47.0,47.0,20.0,2019.0,2003.0,True
2305.03047,20.0,50.0,50.0,6.0,2017.0,2019.0,True
2305.03048,34.0,146.0,146.0,8.0,2020.0,2015.0,True
2305.03049,3.0,71.0,71.0,12.0,2022.0,2011.0,True
2305.03052,4.0,97.0,97.0,13.0,2019.0,2010.0,True
2305.03111,19.0,19.0,19.0,15.0,2008.0,2019.0,True
2305.03210,1.0,181.0,181.0,43.0,2023.0,1980.0,True
2305.03286,15.0,54.0,54.0,15.0,2017.0,2008.0,True
2305.03509,6.0,220.0,220.0,25.0,2011.0,1998.0,True
2305.03514,10.0,60.0,60.0,3.0,2020.0,2021.0,True
2305.03668,8.0,18.0,18.0,5.0,2018.0,2018.0,True
2305.03689,17.0,234.0,234.0,24.0,2015.0,1999.0,True
2305.03695,8.0,166.0,166.0,16.0,2019.0,2007.0,True
2305.03713,8.0,49.0,49.0,19.0,2017.0,2004.0,True
2305.03719,55.0,123.0,123.0,23.0,2000.0,2000.0,True
2305.03726,1.0,12.0,12.0,4.0,2019.0,2021.0,True
2305.03937,5.0,16.0,16.0,8.0,2019.0,2015.0,True
2305.03981,4.0,8.0,8.0,2.0,2022.0,2021.0,True
2305.04091,20.0,2.0,20.0,5.0,2018.0,2020.0,True
2305.04160,13.0,174.0,174.0,23.0,2003.0,2000.0,True
2305.04241,6.0,8.0,8.0,6.0,2017.0,2021.0,True
2305.04268,2.0,3.0,3.0,6.0,2023.0,2017.0,True
2305.04388,2.0,44.0,44.0,22.0,2020.0,2001.0,True
2305.04391,57.0,14.0,57.0,15.0,2008.0,2009.0,True
2305.04461,6.0,117.0,117.0,33.0,2019.0,1990.0,True
2305.04745,8.0,35.0,35.0,9.0,2019.0,2014.0,True
2305.04789,26.0,170.0,170.0,18.0,2018.0,2005.0,True
2305.04790,102.0,47.0,102.0,18.0,2005.0,2017.0,True
2305.04966,8.0,65.0,65.0,39.0,2021.0,1984.0,True
2305.05065,17.0,19.0,19.0,14.0,2018.0,2009.0,True
2305.05176,22.0,132.0,132.0,11.0,2016.0,2012.0,True
2305.05189,9.0,10.0,10.0,5.0,2018.0,2022.0,True
2305.05364,14.0,40.0,40.0,6.0,2017.0,2018.0,True
2305.05383,1.0,189.0,189.0,15.0,2021.0,2008.0,True
2305.05432,9.0,19.0,19.0,5.0,2018.0,2018.0,True
2305.05591,9.0,47.0,47.0,9.0,2014.0,2014.0,True
2305.05644,19.0,5.0,19.0,5.0,2018.0,2021.0,True
2305.05658,3.0,198.0,198.0,31.0,2020.0,1992.0,True
2305.05662,13.0,13.0,13.0,5.0,2018.0,2021.0,True
2305.05706,1.0,6.0,6.0,5.0,2022.0,2018.0,True
2305.05845,0.0,12.0,12.0,12.0,,2011.0,True
2305.05862,1.0,1.0,1.0,25.0,2022.0,1998.0,True
2305.05973,10.0,29.0,29.0,7.0,2017.0,2016.0,True
2305.06077,1.0,381.0,381.0,19.0,2021.0,2004.0,True
2305.06131,3.0,8.0,8.0,2.0,2021.0,2022.0,True
2305.06161,7.0,26.0,26.0,10.0,2020.0,2013.0,True
2305.06218,3.0,13.0,13.0,11.0,2021.0,2012.0,True
2305.06324,13.0,58.0,58.0,15.0,2017.0,2008.0,True
2305.06351,16.0,204.0,204.0,23.0,2016.0,2000.0,True
2305.06355,21.0,14.0,21.0,2.0,2021.0,2021.0,True
2305.06356,0.0,184.0,184.0,13.0,2023.0,2010.0,True
2305.06404,2.0,3.0,3.0,10.0,2022.0,2013.0,True
2305.06424,14.0,261.0,261.0,21.0,2018.0,2002.0,True
2305.06456,12.0,72.0,72.0,12.0,2018.0,2011.0,True
2305.06474,16.0,17.0,17.0,8.0,2015.0,2018.0,True
2305.06500,18.0,11.0,18.0,5.0,2020.0,2018.0,True
2305.06555,15.0,13.0,15.0,6.0,2017.0,2022.0,True
2305.06575,8.0,292.0,292.0,18.0,2021.0,2005.0,True
2305.06594,28.0,6.0,28.0,15.0,2008.0,2019.0,True
2305.06908,2.0,6.0,6.0,5.0,2022.0,2018.0,True
2305.07004,23.0,292.0,292.0,18.0,2019.0,2005.0,True
2305.07011,3.0,21.0,21.0,8.0,2021.0,2015.0,True
2305.07015,9.0,314.0,314.0,17.0,2017.0,2006.0,True
2305.07017,7.0,52.0,52.0,9.0,2020.0,2014.0,True
2305.07021,9.0,107.0,107.0,24.0,2018.0,1999.0,True
2305.07027,14.0,104.0,104.0,13.0,2012.0,2010.0,True
2305.07153,9.0,7.0,9.0,6.0,2019.0,2017.0,True
2305.07185,23.0,76.0,76.0,23.0,2011.0,2000.0,True
2305.07214,22.0,5.0,22.0,6.0,2017.0,2021.0,True
2305.07243,1.0,1.0,1.0,1.0,2022.0,2022.0,True
2305.07378,18.0,21.0,21.0,9.0,2018.0,2014.0,True
2305.07440,12.0,45.0,45.0,12.0,2012.0,2011.0,True
2305.07447,84.0,452.0,452.0,34.0,2014.0,1989.0,True
2305.07490,,14.0,14.0,7.0,,2016.0,True
2305.07514,9.0,18.0,18.0,10.0,2018.0,2013.0,True
2305.07558,18.0,45.0,45.0,14.0,2019.0,2009.0,True
2305.07615,9.0,135.0,135.0,22.0,2018.0,2001.0,True
2305.07677,5.0,33.0,33.0,12.0,2019.0,2011.0,True
2305.07759,76.0,56.0,76.0,23.0,2007.0,2000.0,True
2305.07804,6.0,14.0,14.0,4.0,2019.0,2019.0,True
2305.07922,17.0,12.0,17.0,6.0,2017.0,2018.0,True
2305.07961,0.0,5.0,5.0,6.0,2023.0,2017.0,True
2305.07969,56.0,3.0,56.0,17.0,2008.0,2006.0,True
2305.08275,7.0,331.0,331.0,22.0,2017.0,2001.0,True
2305.08298,13.0,17.0,17.0,18.0,2014.0,2005.0,True
2305.08379,14.0,83.0,83.0,17.0,2014.0,2006.0,True
2305.08596,3.0,8.0,8.0,14.0,2022.0,2009.0,True
2305.08675,12.0,54.0,54.0,13.0,2019.0,2010.0,True
2305.08677,31.0,257.0,257.0,27.0,2014.0,1996.0,True
2305.08809,26.0,290.0,290.0,26.0,1998.0,1997.0,True
2305.08810,4.0,87.0,87.0,9.0,2019.0,2014.0,True
2305.08844,8.0,68.0,68.0,14.0,2020.0,2009.0,True
2305.08848,26.0,228.0,228.0,17.0,2019.0,2006.0,True
2305.08850,12.0,38.0,38.0,4.0,2019.0,2020.0,True
2305.08891,5.0,2.0,5.0,6.0,2019.0,2017.0,True
2305.09137,14.0,261.0,261.0,19.0,2019.0,2004.0,True
2305.09148,3.0,3.0,3.0,1.0,2022.0,2022.0,True
2305.09253,18.0,37.0,37.0,14.0,2015.0,2009.0,True
2305.09515,5.0,122.0,122.0,16.0,2022.0,2007.0,True
2305.09617,21.0,20.0,21.0,20.0,2003.0,2012.0,True
2305.09636,19.0,240.0,240.0,20.0,2013.0,2003.0,True
2305.09641,18.0,382.0,382.0,19.0,2017.0,2004.0,True
2305.09662,21.0,25.0,25.0,15.0,2011.0,2008.0,True
2305.09664,7.0,46.0,46.0,13.0,2018.0,2010.0,True
2305.09758,0.0,0.0,0.0,0.0,2023.0,2023.0,True
2305.09761,10.0,203.0,203.0,18.0,2015.0,2005.0,True
2305.09764,27.0,36.0,36.0,14.0,2009.0,2012.0,True
2305.09857,15.0,53.0,53.0,15.0,2012.0,2008.0,True
2305.09863,34.0,130.0,130.0,18.0,2012.0,2005.0,True
2305.09975,10.0,242.0,242.0,15.0,2018.0,2008.0,True
2305.10005,22.0,436.0,436.0,47.0,2018.0,1976.0,True
2305.10018,13.0,1.0,13.0,19.0,2004.0,2018.0,True
2305.10142,13.0,317.0,317.0,33.0,2018.0,1990.0,True
2305.10266,11.0,111.0,111.0,30.0,2018.0,1993.0,True
2305.10320,6.0,52.0,52.0,4.0,2020.0,2019.0,True
2305.10400,7.0,69.0,69.0,19.0,2016.0,2004.0,True
2305.10403,26.0,86.0,86.0,12.0,2011.0,2016.0,True
2305.10425,13.0,32.0,32.0,22.0,2018.0,2001.0,True
2305.10429,20.0,37.0,37.0,12.0,2015.0,2011.0,True
2305.10431,7.0,11.0,11.0,10.0,2021.0,2013.0,True
2305.10434,19.0,158.0,158.0,33.0,2019.0,1990.0,True
2305.10474,18.0,30.0,30.0,7.0,2018.0,2016.0,True
2305.10601,10.0,65.0,65.0,9.0,2017.0,2014.0,True
2305.10688,15.0,457.0,457.0,19.0,2019.0,2004.0,True
2305.10722,10.0,52.0,52.0,5.0,2019.0,2018.0,True
2305.10763,3.0,36.0,36.0,2.0,2022.0,2021.0,True
2305.10764,16.0,59.0,59.0,14.0,2017.0,2009.0,True
2305.10841,2.0,6.0,6.0,1.0,2022.0,2022.0,True
2305.10853,0.0,0.0,0.0,,,,True
2305.10855,10.0,296.0,296.0,18.0,2019.0,2005.0,True
2305.10874,10.0,12.0,12.0,10.0,2018.0,2013.0,True
2305.10912,4.0,163.0,163.0,20.0,2020.0,2003.0,True
2305.10973,27.0,407.0,407.0,21.0,2017.0,2002.0,True
2305.11000,0.0,232.0,232.0,19.0,2023.0,2004.0,True
2305.11129,22.0,20.0,22.0,15.0,2008.0,2018.0,True
2305.11147,46.0,30.0,46.0,11.0,2017.0,2012.0,True
2305.11171,2.0,70.0,70.0,19.0,2022.0,2004.0,True
2305.11173,35.0,48.0,48.0,17.0,2006.0,2009.0,True
2305.11175,7939.0,75.0,7939.0,12.0,2013.0,2011.0,True
2305.11206,29.0,91.0,91.0,10.0,2013.0,2013.0,True
2305.11243,11.0,1.0,11.0,18.0,2017.0,2005.0,True
2305.11308,9.0,64.0,64.0,12.0,2021.0,2011.0,True
2305.11337,18.0,646.0,646.0,27.0,2018.0,1996.0,True
2305.11364,20.0,12.0,20.0,8.0,2015.0,2015.0,True
2305.11541,8.0,23.0,23.0,4.0,2019.0,2020.0,True
2305.11588,4.0,76.0,76.0,9.0,2021.0,2014.0,True
2305.11598,10.0,23.0,23.0,5.0,2018.0,2020.0,True
2305.11675,2.0,77.0,77.0,15.0,2022.0,2008.0,True
2305.11694,19.0,112.0,112.0,33.0,2016.0,1990.0,True
2305.11738,1.0,123.0,123.0,16.0,2022.0,2007.0,True
2305.11759,11.0,28.0,28.0,22.0,2016.0,2001.0,True
2305.11778,19.0,102.0,102.0,11.0,2012.0,2012.0,True
2305.11834,13.0,15.0,15.0,9.0,2018.0,2014.0,True
2305.11837,23.0,22.0,23.0,15.0,2015.0,2008.0,True
2305.11840,7.0,23.0,23.0,7.0,2017.0,2016.0,True
2305.11841,22.0,19.0,22.0,20.0,2003.0,2009.0,True
2305.11846,4.0,284.0,284.0,19.0,2019.0,2004.0,True
2305.11854,8.0,24.0,24.0,7.0,2020.0,2016.0,True
2305.11863,5.0,55.0,55.0,15.0,2020.0,2008.0,True
2305.11870,1.0,39.0,39.0,39.0,2023.0,1984.0,True
2305.11938,92.0,119.0,119.0,19.0,2016.0,2004.0,True
2305.12001,10.0,17.0,17.0,4.0,2020.0,2019.0,True
2305.12050,30.0,0.0,30.0,40.0,1983.0,2023.0,True
2305.12487,30.0,54.0,54.0,39.0,2017.0,1984.0,True
2305.13009,3.0,32.0,32.0,5.0,2021.0,2018.0,True
2305.13048,425.0,182.0,425.0,33.0,1990.0,1990.0,True
2305.13050,0.0,20.0,20.0,13.0,2023.0,2010.0,True
2305.13077,3.0,24.0,24.0,3.0,2022.0,2020.0,True
2305.13301,5.0,525.0,525.0,15.0,2011.0,2008.0,True
2305.13304,32.0,87.0,87.0,13.0,2019.0,2010.0,True
2305.13534,3.0,407.0,407.0,24.0,2021.0,1999.0,True
2305.13579,15.0,12.0,15.0,5.0,2018.0,2018.0,True
2305.13735,18.0,54.0,54.0,11.0,2018.0,2012.0,True
2305.13786,0.0,65.0,65.0,17.0,2024.0,2006.0,True
2305.13840,0.0,1.0,1.0,1.0,2023.0,2022.0,True
2305.14201,0.0,91.0,91.0,69.0,2025.0,1954.0,True
2305.14233,32.0,1.0,32.0,4.0,2019.0,2023.0,True
2305.14314,16.0,261.0,261.0,25.0,2015.0,1998.0,True
2305.14540,18.0,54.0,54.0,7.0,2017.0,2016.0,True
2305.14564,16.0,79.0,79.0,12.0,2017.0,2011.0,True
2305.14878,21.0,44.0,44.0,51.0,2017.0,1972.0,True
2305.15038,13.0,165.0,165.0,16.0,2020.0,2007.0,True
2305.15486,113.0,58.0,113.0,23.0,2014.0,2000.0,True
2305.15581,3.0,84.0,84.0,15.0,2021.0,2008.0,True
2305.15586,4.0,35.0,35.0,13.0,2018.0,2010.0,True
2305.15717,0.0,11.0,11.0,16.0,2023.0,2007.0,True
2305.15719,50.0,85.0,85.0,11.0,2016.0,2012.0,True
2305.15779,11.0,19.0,19.0,2.0,2021.0,2021.0,True
2305.15798,12.0,14.0,14.0,15.0,2008.0,2011.0,True
2305.16213,11.0,23.0,23.0,4.0,2021.0,2019.0,True
2305.16291,8.0,105.0,105.0,16.0,2019.0,2007.0,True
2305.16311,5.0,34.0,34.0,32.0,2021.0,1991.0,True
2305.16334,4.0,14.0,14.0,9.0,2020.0,2014.0,True
2305.16338,7.0,3.0,7.0,11.0,2021.0,2012.0,True
2305.16349,8.0,211.0,211.0,11.0,2019.0,2012.0,True
2305.16355,23.0,21.0,23.0,5.0,2018.0,2021.0,True
2305.16367,171.0,6.0,171.0,43.0,1980.0,2021.0,True
2305.16380,43.0,133.0,133.0,9.0,2020.0,2014.0,True
2305.16381,6.0,58.0,58.0,7.0,2018.0,2016.0,True
2305.16411,6.0,5.0,6.0,25.0,2019.0,1998.0,True
2305.16635,5.0,256.0,256.0,18.0,2020.0,2005.0,True
2305.16704,55.0,63.0,63.0,12.0,2014.0,2011.0,True
2305.16765,19.0,213.0,213.0,11.0,2016.0,2012.0,True
2305.16806,22.0,1.0,22.0,6.0,2017.0,2023.0,True
2305.16843,9.0,45.0,45.0,30.0,2019.0,1993.0,True
2305.16867,0.0,91.0,91.0,9.0,2023.0,2014.0,True
2305.16958,27.0,2.0,27.0,16.0,2016.0,2007.0,True
2305.16960,27.0,101.0,101.0,15.0,2019.0,2008.0,True
2305.16999,13.0,13.0,13.0,10.0,2019.0,2013.0,True
2305.17066,13.0,461.0,461.0,34.0,2021.0,1989.0,True
2305.17098,6.0,0.0,6.0,14.0,2009.0,2024.0,True
2305.17126,22.0,53.0,53.0,4.0,2019.0,2019.0,True
2305.17144,32.0,77.0,77.0,12.0,2016.0,2011.0,True
2305.17216,17.0,342.0,342.0,44.0,2016.0,1979.0,True
2305.17306,14.0,105.0,105.0,15.0,2018.0,2008.0,True
2305.17333,4.0,354.0,354.0,36.0,2020.0,1987.0,True
2305.17359,13.0,90.0,90.0,7.0,2018.0,2016.0,True
2305.17390,46.0,127.0,127.0,10.0,2016.0,2013.0,True
2305.17493,49.0,21.0,49.0,9.0,2014.0,2018.0,True
2305.18098,1.0,34.0,34.0,15.0,2011.0,2008.0,True
2305.18231,25.0,48.0,48.0,22.0,2017.0,2001.0,True
2305.18247,13.0,151.0,151.0,19.0,2011.0,2004.0,True
2305.18259,0.0,7.0,7.0,11.0,2023.0,2012.0,True
2305.18264,3.0,149.0,149.0,8.0,2021.0,2015.0,True
2305.18274,25.0,10.0,25.0,7.0,2016.0,2018.0,True
2305.18286,10.0,16.0,16.0,11.0,2020.0,2012.0,True
2305.18292,10.0,23.0,23.0,3.0,2020.0,2021.0,True
2305.18295,5.0,38.0,38.0,27.0,2017.0,1996.0,True
2305.18365,1.0,9.0,9.0,8.0,2022.0,2015.0,True
2305.18373,3.0,23.0,23.0,2.0,2021.0,2021.0,True
2305.18415,66.0,59.0,66.0,19.0,2004.0,2013.0,True
2305.18474,123.0,43.0,123.0,18.0,2005.0,2021.0,True
2305.18565,34.0,77.0,77.0,33.0,2015.0,1990.0,True
2305.18583,1.0,1.0,1.0,5.0,2023.0,2018.0,True
2305.18654,18.0,260.0,260.0,18.0,2018.0,2005.0,True
2305.18729,6.0,271.0,271.0,20.0,2021.0,2003.0,True
2305.18752,,94.0,94.0,4.0,,2019.0,True
2305.18766,0.0,155.0,155.0,15.0,2024.0,2008.0,True
2305.18802,65.0,53.0,65.0,11.0,2012.0,2013.0,True
2305.19012,26.0,196.0,196.0,17.0,2017.0,2006.0,True
2305.19066,1.0,355.0,355.0,29.0,2023.0,1994.0,True
2305.19164,20.0,92.0,92.0,16.0,2016.0,2007.0,True
2305.19234,13.0,189.0,189.0,25.0,2018.0,1998.0,True
2305.19245,8.0,4.0,8.0,5.0,2018.0,2020.0,True
2305.19370,9.0,576.0,576.0,21.0,2014.0,2002.0,True
2305.19452,16.0,49.0,49.0,20.0,2018.0,2003.0,True
2305.19472,0.0,0.0,0.0,0.0,2023.0,2023.0,True
2305.19835,26.0,159.0,159.0,21.0,2013.0,2002.0,True
2305.20010,4.0,323.0,323.0,39.0,2021.0,1984.0,True
2305.20030,6.0,220.0,220.0,15.0,2022.0,2008.0,True
2305.20081,33.0,22.0,33.0,7.0,2016.0,2017.0,True
2305.20082,17.0,0.0,17.0,3.0,2020.0,2023.0,True
2305.20086,9.0,220.0,220.0,15.0,2020.0,2008.0,True
2305.20088,17.0,37.0,37.0,9.0,2017.0,2014.0,True
2305.20091,7.0,91.0,91.0,29.0,2017.0,1994.0,True
2306.00008,49.0,35.0,49.0,29.0,2014.0,1994.0,True
2306.00029,26.0,14.0,26.0,6.0,2017.0,2018.0,True
2306.00107,8.0,79.0,79.0,25.0,2021.0,1998.0,True
2306.00110,6.0,13.0,13.0,22.0,2001.0,2022.0,True
2306.00148,46.0,53.0,53.0,22.0,2018.0,2001.0,True
2306.00238,8.0,22.0,22.0,8.0,2018.0,2015.0,True
2306.00378,3.0,230.0,230.0,26.0,2015.0,1997.0,True
2306.00622,3.0,121.0,121.0,14.0,2020.0,2009.0,True
2306.00637,2.0,2.0,2.0,1.0,2022.0,2022.0,True
2306.00739,8.0,0.0,8.0,3.0,2020.0,2023.0,True
2306.00802,37.0,194.0,194.0,35.0,1992.0,1988.0,True
2306.00890,91.0,134.0,134.0,18.0,2015.0,2005.0,True
2306.00926,2.0,75.0,75.0,22.0,2018.0,2001.0,True
2306.00943,7.0,48.0,48.0,25.0,2021.0,1998.0,True
2306.00956,42.0,182.0,182.0,12.0,2014.0,2011.0,True
2306.00964,13.0,124.0,124.0,29.0,2020.0,1994.0,True
2306.00966,7.0,250.0,250.0,69.0,2020.0,1954.0,True
2306.00971,4.0,2.0,4.0,1.0,2022.0,2023.0,True
2306.00980,27.0,32.0,32.0,19.0,2020.0,2004.0,True
2306.00983,77.0,96.0,96.0,54.0,2011.0,1969.0,True
2306.00984,38.0,96.0,96.0,54.0,2014.0,1969.0,True
2306.00986,14.0,2.0,14.0,28.0,1995.0,2022.0,True
2306.01061,140.0,24.0,140.0,27.0,1996.0,1997.0,True
2306.01116,0.0,16.0,16.0,5.0,2023.0,2018.0,True
2306.01160,11.0,27.0,27.0,10.0,2013.0,2019.0,True
2306.01242,49.0,3.0,49.0,5.0,2018.0,2022.0,True
2306.01337,1.0,21.0,21.0,5.0,2023.0,2018.0,True
2306.01567,16.0,94.0,94.0,11.0,2016.0,2012.0,True
2306.01684,32.0,296.0,296.0,108.0,2016.0,1915.0,True
2306.01693,14.0,173.0,173.0,16.0,2016.0,2007.0,True
2306.01694,7.0,149.0,149.0,53.0,2020.0,1970.0,True
2306.01736,14.0,37.0,37.0,21.0,2017.0,2002.0,True
2306.01741,35.0,866.0,866.0,44.0,2015.0,1979.0,True
2306.01754,17.0,122.0,122.0,33.0,2016.0,1990.0,True
2306.01841,33.0,15.0,33.0,17.0,2018.0,2006.0,True
2306.01872,15.0,578.0,578.0,21.0,2020.0,2002.0,True
2306.01879,12.0,209.0,209.0,23.0,2006.0,2000.0,True
2306.01923,8.0,213.0,213.0,38.0,2017.0,1985.0,True
2306.02245,8.0,42.0,42.0,6.0,2017.0,2019.0,True
2306.02254,1.0,16.0,16.0,13.0,2022.0,2010.0,True
2306.02531,44.0,102.0,102.0,18.0,2018.0,2005.0,True
2306.02561,1.0,48.0,48.0,7.0,2022.0,2016.0,True
2306.02707,29.0,53.0,53.0,9.0,2014.0,2021.0,True
2306.02858,13.0,168.0,168.0,16.0,2020.0,2007.0,True
2306.02982,21.0,86.0,86.0,11.0,2014.0,2012.0,True
2306.03024,5.0,30.0,30.0,6.0,2018.0,2017.0,True
2306.03038,11.0,3.0,11.0,13.0,2010.0,2023.0,True
2306.03082,11.0,7.0,11.0,3.0,2020.0,2023.0,True
2306.03083,25.0,40.0,40.0,13.0,2016.0,2010.0,True
2306.03092,29.0,15.0,29.0,8.0,2017.0,2015.0,True
2306.03203,4.0,127.0,127.0,24.0,2019.0,1999.0,True
2306.03438,13.0,613.0,613.0,46.0,2016.0,1977.0,True
2306.03460,5.0,2.0,5.0,4.0,2019.0,2021.0,True
2306.03504,7.0,46.0,46.0,2.0,2022.0,2021.0,True
2306.03509,11.0,46.0,46.0,3.0,2020.0,2021.0,True
2306.03514,16.0,14.0,16.0,16.0,2017.0,2007.0,True
2306.03802,3.0,134.0,134.0,27.0,2016.0,1996.0,True
2306.03819,1.0,36.0,36.0,8.0,2023.0,2015.0,True
2306.03872,9.0,23.0,23.0,5.0,2019.0,2018.0,True
2306.03881,8.0,61.0,61.0,13.0,2017.0,2010.0,True
2306.04009,21.0,29.0,29.0,13.0,2019.0,2010.0,True
2306.04031,10.0,3.0,10.0,3.0,2020.0,2022.0,True
2306.04050,1.0,109.0,109.0,22.0,2022.0,2001.0,True
2306.04076,1.0,76.0,76.0,13.0,2022.0,2010.0,True
2306.04140,20.0,59.0,59.0,18.0,2017.0,2005.0,True
2306.04235,12.0,160.0,160.0,21.0,2012.0,2002.0,True
2306.04362,27.0,3.0,27.0,8.0,2015.0,2022.0,True
2306.04387,28.0,6.0,28.0,4.0,2019.0,2020.0,True
2306.04528,0.0,22.0,22.0,2.0,2023.0,2021.0,True
2306.04619,10.0,24.0,24.0,6.0,2017.0,2021.0,True
2306.04632,27.0,7.0,27.0,28.0,1995.0,2018.0,True
2306.04634,5.0,224.0,224.0,15.0,2021.0,2008.0,True
2306.04707,11.0,49.0,49.0,5.0,2020.0,2018.0,True
2306.04751,21.0,174.0,174.0,16.0,2016.0,2007.0,True
2306.04757,11.0,177.0,177.0,13.0,2019.0,2010.0,True
2306.04822,30.0,34.0,34.0,19.0,2016.0,2004.0,True
2306.04845,9.0,15.0,15.0,14.0,2017.0,2009.0,True
2306.05087,18.0,7.0,18.0,2.0,2021.0,2023.0,True
2306.05178,6.0,45.0,45.0,31.0,2017.0,1992.0,True
2306.05284,20.0,6.0,20.0,7.0,2016.0,2021.0,True
2306.05357,8.0,363.0,363.0,32.0,2021.0,1991.0,True
2306.05392,13.0,235.0,235.0,30.0,2018.0,1993.0,True
2306.05399,19.0,104.0,104.0,7.0,2019.0,2016.0,True
2306.05410,18.0,53.0,53.0,21.0,2015.0,2002.0,True
2306.05411,9.0,16.0,16.0,9.0,2018.0,2014.0,True
2306.05420,20.0,53.0,53.0,21.0,2017.0,2002.0,True
2306.05422,17.0,157.0,157.0,21.0,2020.0,2002.0,True
2306.05424,13.0,222.0,222.0,14.0,2015.0,2009.0,True
2306.05425,3.0,15.0,15.0,4.0,2019.0,2021.0,True
2306.05427,3.0,5.0,5.0,2.0,2021.0,2022.0,True
2306.05428,10.0,25.0,25.0,8.0,2015.0,2021.0,True
2306.05493,4.0,825.0,825.0,54.0,2018.0,1969.0,True
2306.05544,86.0,62.0,86.0,20.0,2010.0,2003.0,True
2306.05685,21.0,45.0,45.0,10.0,2017.0,2013.0,True
2306.05696,29.0,124.0,124.0,32.0,2013.0,1991.0,True
2306.05836,30.0,1128.0,1128.0,34.0,2018.0,1989.0,True
2306.05949,5.0,15.0,15.0,5.0,2019.0,2018.0,True
2306.06044,4.0,185.0,185.0,13.0,2020.0,2010.0,True
2306.06070,19.0,55.0,55.0,10.0,2019.0,2013.0,True
2306.06092,1.0,20.0,20.0,11.0,2021.0,2012.0,True
2306.06189,34.0,57.0,57.0,11.0,2012.0,2015.0,True
2306.06212,6.0,195.0,195.0,12.0,2018.0,2011.0,True
2306.06546,9.0,3.0,9.0,7.0,2016.0,2017.0,True
2306.06638,3.0,4.0,4.0,1.0,2022.0,2022.0,True
2306.06823,41.0,10.0,41.0,28.0,1995.0,2014.0,True
2306.07042,6.0,64.0,64.0,20.0,2019.0,2003.0,True
2306.07075,34.0,58.0,58.0,9.0,2014.0,2017.0,True
2306.07174,9.0,302.0,302.0,18.0,2019.0,2005.0,True
2306.07179,61.0,18.0,61.0,15.0,2008.0,2019.0,True
2306.07196,30.0,451.0,451.0,30.0,2001.0,1993.0,True
2306.07279,9.0,49.0,49.0,11.0,2018.0,2012.0,True
2306.07280,3.0,1130.0,1130.0,34.0,2020.0,1989.0,True
2306.07349,12.0,21.0,21.0,5.0,2018.0,2018.0,True
2306.07437,43.0,426.0,426.0,38.0,2012.0,1985.0,True
2306.07473,36.0,25.0,36.0,17.0,2013.0,2006.0,True
2306.07476,7.0,163.0,163.0,38.0,2020.0,1985.0,True
2306.07536,28.0,113.0,113.0,14.0,2015.0,2009.0,True
2306.07552,7.0,6.0,7.0,7.0,2016.0,2017.0,True
2306.07580,14.0,3.0,14.0,13.0,2015.0,2010.0,True
2306.07906,26.0,25.0,26.0,4.0,2019.0,2020.0,True
2306.07915,55.0,51.0,55.0,58.0,1965.0,2013.0,True
2306.07941,27.0,68.0,68.0,15.0,2017.0,2008.0,True
2306.07944,13.0,34.0,34.0,11.0,2019.0,2012.0,True
2306.07946,2.0,10.0,10.0,4.0,2021.0,2019.0,True
2306.07954,8.0,323.0,323.0,17.0,2022.0,2006.0,True
2306.07967,12.0,63.0,63.0,9.0,2020.0,2014.0,True
2306.07968,14.0,72.0,72.0,10.0,2018.0,2013.0,True
2306.07969,16.0,68.0,68.0,37.0,1986.0,2011.0,True
2306.07970,7.0,157.0,157.0,21.0,2020.0,2002.0,True
2306.08055,2.0,4.0,4.0,10.0,2022.0,2013.0,True
2306.08068,26.0,49.0,49.0,20.0,2003.0,2014.0,True
2306.08129,41.0,46.0,46.0,17.0,2016.0,2006.0,True
2306.08133,12.0,119.0,119.0,40.0,2013.0,1983.0,True
2306.08161,59.0,1.0,59.0,24.0,1999.0,2020.0,True
2306.08205,23.0,52.0,52.0,13.0,2010.0,2014.0,True
2306.08276,4.0,51.0,51.0,22.0,2018.0,2001.0,True
2306.08543,15.0,266.0,266.0,19.0,2019.0,2004.0,True
2306.08568,14.0,37.0,37.0,11.0,2020.0,2012.0,True
2306.08620,31.0,217.0,217.0,11.0,2015.0,2012.0,True
2306.08640,23.0,13.0,23.0,8.0,2015.0,2021.0,True
